26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Reversal of migration flows: A fresh look at the German reunification,Volker Grossmann,Andreas Scha�fer,Thomas Steger,Benjamin Fuchs,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Organizing the global value chain: A firm-level test,Davide Del Prete,Armando Rungi,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Measured skill premia and input trade liberalization: Evidence from Chinese firms,Bo Chen,Miaojie Yu,Zhihao Yu,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Capital controls as shock absorbers,Nadav Ben Zeev,,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",International effects of national regulations: External reference pricing and price controls,Difei Geng,Kamal Saggi,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",A theory of trade policy under dictatorship and democratization,Ben Zissimos,,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;","Endogenous comparative advantage, gains from trade and symmetry-breaking",Arpita Chatterjee,,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Multi-product firms and product quality,Kalina Manova,Zhihong Yu,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;",Trade liberalization and intergenerational occupational mobility in urban India,Reshad N. Ahsan,Arpita Chatterjee,,,,,
26,Journal of International Economics,2017,109,"&nbsp; <a onmouseover=""fadeIn('InProgress');"" onmouseout=""fadeOut('InProgress');"" onfocus=""fadeIn('InProgress');"" onblur=""fadeOut('InProgress');"" href=""#"" class=""tooltip2link"" accesskey=""p"">In Progress<span id=""InProgress"" onmouseover=""fadeOut('InProgress');""><em class=""tooltip2content""><strong>Volume / In Progress</strong><dfn class =""tooltipdfn"">A Volume/that is ""In Progress"" contains finalfully citable articles that are published onlinebut the volume/issue itself is awaiting more articles before it can be considered ""final"". Individual article details such as volumeissue and article/page numbers will not change.</dfn></em></span></a> &nbsp;","Global liquidity transmission to emerging market economies, and their policy responses",Woon Gyu Choi,Taesu Kang,Geun-Young Kim,Byongju Lee,,,
